loan_id,age,education,loan_amount,asset_cost,no_of_loans,no_of_curr_loans,last_delinq_none,loan_id_outlier_flag,age_outlier_flag,education_outlier_flag,loan_amount_outlier_flag,asset_cost_outlier_flag,no_of_loans_outlier_flag,no_of_curr_loans_outlier_flag,loan_to_asset,loan_amount_log,proof_submitted,loan_default
852,42,2.0,619200,713208,3,3,0,0,0,0,0,0,0,0,0.8681899249587778,13.33618521624343,Aadhar,1
853,34,2.0,348336,765528,3,0,0,0,0,0,0,0,0,0,0.45502711853779354,12.760925680973326,Aadhar,0
854,33,2.0,710484,942936,4,3,0,0,0,0,0,0,0,0,0.7534806179846777,13.473703114403401,Aadhar,1
855,36,2.0,702588,920796,0,0,0,0,0,0,0,0,0,0,0.7630224284206274,13.462527362556948,VoterID,1
856,28,2.0,684156,834000,0,0,0,0,0,0,0,0,0,0,0.8203309352517986,13.435942702429953,Aadhar,1
857,34,2.0,812184,978000,6,2,0,0,0,0,0,0,0,0,0.8304539877300614,13.607483425706246,Aadhar,1
858,41,1.0,786000,941352,2,2,0,0,0,0,0,0,0,0,0.8349692782296102,13.574713343675166,Aadhar,0
859,40,2.0,912012,1258200,2,2,0,0,0,0,0,1,0,0,0.7248545541249404,13.723409523340841,Aadhar,1
860,45,2.0,761364,970932,0,0,0,0,0,0,0,0,0,0,0.7841579018922026,13.542868153920207,VoterID,1
861,27,1.0,861804,1229016,0,0,0,0,0,0,0,1,0,0,0.701214630240778,13.66678430595721,Aadhar,0
862,47,2.0,556188,787104,25,2,0,0,0,0,0,0,1,0,0.7066258080253689,13.228863443527821,Aadhar,0
863,36,1.0,719364,842868,0,0,0,0,0,0,0,0,0,0,0.8534717179914293,13.486124157405975,Aadhar,1
864,48,2.0,514920,851928,2,2,0,0,0,0,0,0,0,0,0.6044172746992703,13.151768769820935,Aadhar,0
865,43,2.0,544188,835968,0,0,0,0,0,0,0,0,0,0,0.6509675011483693,13.207051891970067,Aadhar,0
866,48,2.0,318492,806700,0,0,0,0,0,0,1,0,0,0,0.39480847898847155,12.671355775730857,Aadhar,0
867,35,1.0,407808,889164,7,2,0,0,0,0,0,0,0,0,0.45864205028543664,12.918554206520943,Aadhar,0
868,27,2.0,719364,1283400,0,0,0,0,0,0,0,1,0,0,0.5605142589995324,13.486124157405975,VoterID,0
869,36,1.0,672156,1101012,2,2,0,0,0,0,0,0,0,0,0.6104892589726543,13.418247223170207,Aadhar,1
870,35,2.0,766584,1156500,0,0,0,0,0,0,0,0,0,0,0.6628482490272374,13.549700864818295,VoterID,1
871,29,2.0,1169880,1596000,3,3,0,0,0,0,1,1,0,0,0.7330075187969924,13.972412592199477,Aadhar,1
872,47,1.0,664080,791820,0,0,0,0,0,0,0,0,0,0,0.8386754565431538,13.406159408970453,Aadhar,0
873,45,1.0,723756,830964,6,3,0,0,0,0,0,0,0,0,0.8709835805161235,13.492210979670585,Aadhar,0
874,38,1.0,741204,966192,3,3,0,0,0,0,0,0,0,0,0.7671394505439912,13.516032519188181,Driving,0
875,33,,681108,943212,0,0,0,0,0,0,0,0,0,0,0.7221154947138078,13.431477631060767,Aadhar,0
876,40,1.0,666156,808656,0,0,0,0,0,0,0,0,0,0,0.823781682198611,13.409280657476959,Aadhar,0
877,39,1.0,843804,1011900,0,0,0,0,0,0,0,0,0,0,0.8338808182626741,13.6456767042296,VoterID,1
878,35,2.0,727764,941352,0,0,0,0,0,0,0,0,0,0,0.7731050659052087,13.497733472869177,Aadhar,0
879,46,2.0,428892,791208,3,3,0,0,0,0,0,0,0,0,0.5420723754057087,12.968962749551082,Aadhar,0
880,26,1.0,790584,1184340,0,0,0,0,0,0,0,0,0,0,0.667531283246365,13.580528456732784,VoterID,1
881,47,1.0,725364,841560,0,0,0,0,0,0,0,0,0,0,0.8619278482817624,13.49443025542511,Aadhar,1
882,32,1.0,984396,1359792,0,0,0,0,0,0,1,1,0,0,0.7239313071410922,13.799784549952744,Aadhar,0
883,33,1.0,871476,1064496,15,5,0,0,0,0,0,0,1,0,0.8186747531226045,13.677944752314554,Aadhar,1
884,34,2.0,552588,813600,2,0,0,0,0,0,0,0,0,0,0.679188790560472,13.222369785373944,Aadhar,0
885,36,1.0,770556,939480,0,0,0,0,0,0,0,0,0,0,0.8201941499552944,13.55486890894248,Aadhar,0
886,29,2.0,800028,960504,3,2,0,0,0,0,0,0,0,0,0.8329252142625122,13.592403255993048,Aadhar,1
887,35,2.0,796584,1021872,0,0,0,0,0,0,0,0,0,0,0.7795340316595425,13.588089119524776,Aadhar,0
888,44,,716556,910800,2,2,0,0,0,0,0,0,0,0,0.7867325428194993,13.48221307647067,Aadhar,1
889,49,1.0,662556,802188,7,4,0,0,0,0,0,0,0,0,0.8259360648626007,13.40386187087733,Aadhar,0
890,37,2.0,612936,824172,0,0,0,0,0,0,0,0,0,0,0.7436991307639668,13.326017436390487,Aadhar,0
891,28,1.0,709908,841572,7,2,0,0,0,0,0,0,0,0,0.8435499279919009,13.472892071789063,Aadhar,0
892,42,2.0,831804,1144776,12,3,0,0,0,0,0,0,1,0,0.7266085242877209,13.631353317333232,VoterID,1
893,44,2.0,654000,798000,2,0,0,0,0,0,0,0,0,0,0.8195488721804511,13.390864159490155,Aadhar,1
894,33,1.0,879600,1080000,0,0,0,0,0,0,0,0,0,0,0.8144444444444444,13.687223674542498,Aadhar,1
895,23,,672156,846768,0,0,0,0,0,0,0,0,0,0,0.7937900345785386,13.418247223170207,Aadhar,0
896,36,2.0,687108,986064,0,0,0,0,0,0,0,0,0,0,0.6968188677408363,13.440248219463436,Aadhar,0
897,35,2.0,861804,1425120,0,0,0,0,0,0,0,1,0,0,0.6047238127315594,13.66678430595721,Aadhar,1
898,28,1.0,582588,814344,5,2,0,0,0,0,0,0,0,0,0.7154077392355074,13.275237242450405,Aadhar,0
899,26,2.0,796584,1255332,0,0,0,0,0,0,0,1,0,0,0.6345604190763877,13.588089119524776,PAN,0
900,39,2.0,250368,920700,0,0,0,0,0,0,1,0,0,0,0.2719322254806126,12.430691108627057,Aadhar,1
901,31,2.0,971832,1534608,0,0,0,0,0,0,0,1,0,0,0.6332770323105315,13.786939257981839,Aadhar,1
902,48,1.0,724164,836400,0,0,0,0,0,0,0,0,0,0,0.8658106169296987,13.492774545954953,Aadhar,1
903,45,2.0,1145880,2132520,3,2,0,0,0,0,1,1,0,0,0.5373361093917056,13.951684331423598,Aadhar,0
904,30,1.0,645156,769176,2,2,0,0,0,0,0,0,0,0,0.8387625198914163,13.377248977011007,VoterID,1
905,36,1.0,513720,753696,0,0,0,0,0,0,0,0,0,0,0.6816010699273978,13.149435595510786,Aadhar,0
906,38,1.0,696156,894000,0,0,0,0,0,0,0,0,0,0,0.7786979865771813,13.45333048859105,Aadhar,0
907,35,1.0,824316,1275156,7,5,0,0,0,0,0,1,0,0,0.6464432587071699,13.62231044364804,Aadhar,0
908,46,2.0,591636,711180,22,9,1,0,0,0,0,0,1,1,0.8319075339576478,13.290648550121379,Aadhar,0
909,47,2.0,696156,899616,0,0,0,0,0,0,0,0,0,0,0.7738368370504749,13.45333048859105,Aadhar,0
910,44,,713556,874200,3,0,0,0,0,0,0,0,0,0,0.816238846945779,13.478017600584826,Aadhar,1
911,47,2.0,574188,907452,0,0,0,0,0,0,0,0,0,0,0.6327475172240515,13.26071388939748,Aadhar,1
912,45,1.0,618636,808368,2,2,0,0,0,0,0,0,0,0,0.7652900659105754,13.335273949924204,Aadhar,0
913,37,2.0,817980,1155996,0,0,0,0,0,0,0,0,0,0,0.707597604143959,13.61459438793126,VoterID,1
914,45,1.0,718668,884388,5,3,0,0,0,0,0,0,0,0,0.8126161820377481,13.48515616909089,Aadhar,1
915,41,2.0,699108,866112,0,0,0,0,0,0,0,0,0,0,0.8071796719131014,13.457561946111962,Aadhar,1
916,38,2.0,648156,926064,2,2,0,0,0,0,0,0,0,0,0.6999041102990722,13.381888229939012,Aadhar,0
917,28,2.0,576588,669240,6,3,0,0,0,0,0,0,0,0,0.8615563923256231,13.264884986654481,Aadhar,0
918,42,2.0,948132,1141056,0,0,0,0,0,0,0,0,0,0,0.8309250378596669,13.762250066755335,Aadhar,0
919,41,2.0,797028,1249452,0,0,0,0,0,0,0,1,0,0,0.637902056261465,13.588646343559565,VoterID,1
920,45,2.0,912948,1352136,8,6,1,0,0,0,0,1,1,1,0.6751894779815049,13.724435298214042,Aadhar,0
921,31,1.0,444468,614652,0,0,0,0,0,0,0,0,0,0,0.7231213759981258,13.00463559022172,Aadhar,0
922,29,2.0,697764,819396,18,17,0,0,0,0,0,0,1,1,0.8515589531801473,13.455637648838582,Aadhar,1
923,35,2.0,568188,985872,0,0,0,0,0,0,0,0,0,0,0.576330395832319,13.25020938883433,PAN,0
924,44,2.0,661740,874560,0,0,0,0,0,0,0,0,0,0,0.7566547749725576,13.402629519694633,VoterID,1
925,38,2.0,529740,866808,8,3,0,0,0,0,0,0,1,0,0.6111387989035634,13.180143486840405,Aadhar,1
926,38,1.0,597636,852000,2,2,0,0,0,0,0,0,0,0,0.7014507042253522,13.300738825208095,Aadhar,0
927,39,1.0,662556,812400,4,2,0,0,0,0,0,0,0,0,0.8155539143279172,13.40386187087733,VoterID,0
928,41,,639636,861240,3,2,0,0,0,0,0,0,0,0,0.742691932562352,13.368656106924178,Aadhar,0
929,27,1.0,678876,809136,2,2,0,0,0,0,0,0,0,0,0.8390134662158154,13.428195241383257,VoterID,1
930,33,2.0,603636,937200,2,2,0,0,0,0,0,0,0,0,0.6440845070422535,13.310728302870558,Aadhar,0
931,50,1.0,690108,883932,0,0,0,0,0,0,0,0,0,0,0.7807252141567451,13.444604835111829,Aadhar,1
932,42,2.0,632436,777720,3,2,0,0,0,0,0,0,0,0,0.813192408578923,13.357335889879847,VoterID,0
933,41,2.0,574140,654960,5,3,0,0,0,0,0,0,0,0,0.8766031513374862,13.260630289735312,Aadhar,0
934,33,1.0,841476,1154532,3,3,0,0,0,0,0,0,0,0,0.7288459739530823,13.64291396009449,Aadhar,0
935,43,1.0,784428,961272,0,0,0,0,0,0,0,0,0,0,0.8160312585823783,13.572711343554117,Aadhar,0
936,35,1.0,637236,790200,0,0,0,0,0,0,0,0,0,0,0.8064236902050114,13.36489692187335,Aadhar,1
937,49,1.0,676956,773088,3,2,0,0,0,0,0,0,0,0,0.8756519309574072,13.425363034367615,Aadhar,0
938,39,1.0,860628,1132836,5,4,0,0,0,0,0,0,0,0,0.7597110261326441,13.665418796239296,Aadhar,0
939,47,2.0,591120,959520,0,0,0,0,0,0,0,0,0,0,0.6160580290145072,13.289776013164982,Aadhar,0
940,38,2.0,352368,837528,0,0,0,0,0,0,0,0,0,0,0.42072384445654354,12.772434200956797,Aadhar,1
941,28,1.0,761796,914400,0,0,0,0,0,0,0,0,0,0,0.8331102362204724,13.543435394977406,Aadhar,0
942,40,1.0,520728,813288,3,2,0,0,0,0,0,0,0,0,0.6402750317230796,13.162985031857852,Aadhar,0
943,24,,727764,1015080,0,0,0,0,0,0,0,0,0,0,0.7169523584348032,13.497733472869177,Aadhar,0
944,36,2.0,686556,790884,0,0,0,0,0,0,0,0,0,0,0.8680868496517821,13.439444530604991,Aadhar,1
945,26,2.0,684108,821196,0,0,0,0,0,0,0,0,0,0,0.8330629959230196,13.4358725406339,Aadhar,1
946,36,2.0,667908,861144,3,0,0,0,0,0,0,0,0,0,0.7756054736490064,13.411907215694058,Aadhar,0
947,28,1.0,706800,905964,0,0,0,0,0,0,0,0,0,0,0.7801634502033193,13.468504434254069,Aadhar,1
948,35,2.0,680556,780000,0,0,0,0,0,0,0,0,0,0,0.8725076923076923,13.430666859505573,Aadhar,1
949,49,2.0,615636,784596,2,0,0,0,0,0,0,0,0,0,0.7846535032041968,13.330412783104304,Aadhar,1
950,24,2.0,704520,828360,0,0,0,0,0,0,0,0,0,0,0.8504997827031725,13.465273418251344,VoterID,0
951,26,1.0,692400,854976,0,0,0,0,0,0,0,0,0,0,0.8098472939591287,13.447920546535025,Aadhar,1
952,26,,728124,1197600,2,0,0,0,0,0,0,1,0,0,0.6079859719438878,13.498228015736203,Aadhar,1
953,36,2.0,627636,781464,54,33,1,0,0,0,0,0,1,1,0.803154080034397,13.3497172528515,Aadhar,1
954,37,2.0,841476,1008000,0,0,0,0,0,0,0,0,0,0,0.8347976190476191,13.64291396009449,Aadhar,1
955,41,1.0,731556,882000,9,6,0,0,0,0,0,0,1,1,0.8294285714285714,13.502930418484471,Aadhar,1
956,32,2.0,246888,602604,3,0,0,0,0,0,1,0,0,0,0.4097018937809905,12.416694121890396,Aadhar,0
957,28,2.0,698724,920772,0,0,0,0,0,0,0,0,0,0,0.75884583805763,13.45701252463608,Aadhar,0
958,40,2.0,831876,1110276,5,4,0,0,0,0,0,0,0,0,0.7492515374555516,13.631439872335985,VoterID,1
959,29,2.0,792024,1230876,0,0,0,0,0,0,0,1,0,0,0.6434636795258012,13.582348235954944,Aadhar,0
960,37,1.0,1145880,1815744,2,2,0,0,0,0,1,1,0,0,0.6310801522681612,13.951684331423598,Aadhar,1
961,36,2.0,637236,942000,39,8,0,0,0,0,0,0,1,1,0.6764713375796179,13.36489692187335,Aadhar,0
962,27,2.0,663108,871044,3,3,0,0,0,0,0,0,0,0,0.7612795679667158,13.404694659878334,VoterID,0
963,42,1.0,703908,872700,8,6,0,0,0,0,0,0,1,1,0.8065864558267446,13.464404365421572,Aadhar,0
964,33,2.0,797628,1199940,2,2,0,0,0,0,0,1,0,0,0.6647232361618081,13.589398856046023,VoterID,0
965,37,1.0,803784,1032000,0,0,0,0,0,0,0,0,0,0,0.778860465116279,13.597087099464565,Aadhar,1
966,30,1.0,556188,895788,0,0,0,0,0,0,0,0,0,0,0.6208924433013169,13.228863443527821,Aadhar,1
967,31,1.0,672708,834360,0,0,0,0,0,0,0,0,0,0,0.8062562922479505,13.419068122844967,Aadhar,1
968,32,,425268,757920,14,4,0,0,0,0,0,0,1,0,0.5610987967067764,12.96047718886024,Aadhar,0
969,48,1.0,574188,761724,9,5,0,0,0,0,0,0,1,0,0.7538005891897853,13.26071388939748,Aadhar,1
970,42,2.0,673980,1093824,0,0,0,0,0,0,0,0,0,0,0.6161685975074601,13.420957199586121,PAN,0
971,45,2.0,541188,870012,11,3,0,0,0,0,0,0,1,0,0.6220465924607936,13.201523849868959,Aadhar,0
972,43,2.0,481248,1179720,0,0,0,0,0,0,0,0,0,0,0.40793408605431797,13.084140086659895,Aadhar,0
973,32,1.0,650556,830280,2,2,0,0,0,0,0,0,0,0,0.7835380835380835,13.38558419799978,Aadhar,0
974,44,2.0,719364,952728,0,0,0,0,0,0,0,0,0,0,0.7550570572083533,13.486124157405975,Aadhar,1
975,26,1.0,760884,918000,0,0,0,0,0,0,0,0,0,0,0.8288496732026144,13.542237508473127,Aadhar,0
976,49,2.0,671508,830400,0,0,0,0,0,0,0,0,0,0,0.8086560693641619,13.4172826976851,Aadhar,0
977,29,2.0,623928,788064,0,0,0,0,0,0,0,0,0,0,0.7917224996954562,13.343791858826615,PAN,0
978,25,1.0,651108,967560,0,0,0,0,0,0,0,0,0,0,0.6729381123651247,13.3864323418909,PAN,0
979,34,2.0,762588,905304,2,0,0,0,0,0,0,0,0,0,0.8423557169746295,13.544474501963776,Aadhar,0
980,44,1.0,615636,879600,2,0,0,0,0,0,0,0,0,0,0.6999045020463848,13.330412783104304,VoterID,0
981,25,1.0,642936,885600,0,0,0,0,0,0,0,0,0,0,0.725989159891599,13.373802020192516,Aadhar,0
982,26,1.0,718476,860136,0,0,0,0,0,0,0,0,0,0,0.8353051145400262,13.484888972854542,Aadhar,1
983,35,1.0,770556,831864,9,5,0,0,0,0,0,0,1,0,0.9263004529586567,13.55486890894248,Aadhar,0
984,42,2.0,740556,1075608,8,5,0,0,0,0,0,0,1,0,0.6884998995916728,13.515157884744447,Aadhar,0
985,25,2.0,509928,751200,0,0,0,0,0,0,0,0,0,0,0.6788178913738019,13.142026779322832,Aadhar,1
986,46,2.0,514728,821880,16,7,0,0,0,0,0,0,1,1,0.626281208935611,13.15139582755468,Aadhar,0
987,35,1.0,589752,803592,0,0,0,0,0,0,0,0,0,0,0.7338948122928053,13.287459084158213,Aadhar,1
988,32,2.0,666156,919440,4,3,0,0,0,0,0,0,0,0,0.7245236230749151,13.409280657476959,Aadhar,0
989,40,1.0,799428,967692,0,0,0,0,0,0,0,0,0,0,0.8261182277005493,13.591653001809265,Aadhar,0
990,39,2.0,888948,1311600,3,3,0,0,0,0,0,1,0,0,0.6777584629460202,13.697795145021423,Driving,1
991,32,2.0,606936,896016,0,0,0,0,0,0,0,0,0,0,0.6773718326458457,13.316180275528318,Aadhar,1
992,27,1.0,715356,830496,0,0,0,0,0,0,0,0,0,0,0.8613599583863137,13.480536997766327,Aadhar,0
993,24,,564876,862896,0,0,0,0,0,0,0,0,0,0,0.6546281359514936,13.244363287313641,Aadhar,0
994,29,2.0,657108,804444,0,0,0,0,0,0,0,0,0,0,0.8168474126228799,13.395605189337589,Aadhar,0
995,40,1.0,684708,811620,0,0,0,0,0,0,0,0,0,0,0.8436312560065055,13.436749209465589,Aadhar,0
996,29,1.0,746556,850848,0,0,0,0,0,0,0,0,0,0,0.8774258151867314,13.523227249375925,Aadhar,1
997,45,2.0,658308,780144,13,10,0,0,0,0,0,0,1,1,0.84382883160032,13.397429704940821,Aadhar,1
998,48,2.0,625236,896916,11,5,0,0,0,0,0,0,1,0,0.6970953801693804,13.345886056840389,Aadhar,0
999,45,2.0,722556,851124,11,3,0,0,0,0,0,0,1,0,0.8489432797101245,13.49055158859042,Aadhar,0
1000,35,2.0,674376,815880,10,4,1,0,0,0,0,0,1,0,0.8265627298132078,13.421544580699129,VoterID,1
1001,27,1.0,660396,827100,0,0,0,0,0,0,0,0,0,0,0.7984475879579253,13.4005964483164,Aadhar,0
1002,48,1.0,770556,888000,0,0,0,0,0,0,0,0,0,0,0.8677432432432433,13.55486890894248,VoterID,0
1003,28,2.0,609636,787584,2,2,0,0,0,0,0,0,0,0,0.7740583861530961,13.320618977050732,Aadhar,0
1004,27,2.0,888276,1220448,0,0,0,0,0,0,0,1,0,0,0.7278278140486116,13.697038910269033,Aadhar,1
1005,23,,644136,819276,0,0,0,0,0,0,0,0,0,0,0.7862258872467887,13.375666715381307,Aadhar,1
1006,41,2.0,1049868,1334028,8,2,0,0,0,0,1,1,1,0,0.786990977700618,13.86417595244553,Aadhar,0
1007,44,2.0,681108,861252,7,3,0,0,0,0,0,0,0,0,0.7908347382647587,13.431477631060767,Aadhar,0
1008,44,2.0,650796,752400,19,4,0,0,0,0,0,0,1,0,0.8649601275917065,13.38595304460527,Aadhar,1
1009,44,2.0,633336,803400,2,2,0,0,0,0,0,0,0,0,0.7883196415235251,13.358757944925484,PAN,1
1010,32,2.0,647556,895548,0,0,0,0,0,0,0,0,0,0,0.7230835198113333,13.38096209956937,PAN,1
1011,47,1.0,667908,784416,2,0,0,0,0,0,0,0,0,0,0.8514716680944805,13.411907215694058,Aadhar,0
1012,42,2.0,651828,922200,5,5,0,0,0,0,0,0,0,0,0.706818477553676,13.387537536571365,Aadhar,0
1013,35,1.0,464208,672000,0,0,0,0,0,0,0,0,0,0,0.6907857142857143,13.048090160829268,Aadhar,1
1014,47,2.0,556188,703200,18,7,1,0,0,0,0,0,1,1,0.7909385665529011,13.228863443527821,VoterID,1
1015,30,1.0,877476,1367952,0,0,0,0,0,0,0,1,0,0,0.64145233166076,13.684806023152438,Aadhar,0
1016,36,2.0,603636,771120,0,0,0,0,0,0,0,0,0,0,0.7828042328042328,13.310728302870558,Aadhar,1
1017,25,1.0,722556,819960,2,2,0,0,0,0,0,0,0,0,0.8812088394555831,13.49055158859042,Aadhar,0
1018,27,,1033440,1630704,0,0,0,0,0,0,1,1,0,0,0.6337385570894534,13.848404568907881,Aadhar,0
1019,44,2.0,862800,1113180,10,2,0,0,0,0,0,0,1,0,0.7750768069853932,13.66793935251362,Aadhar,0
1020,37,1.0,742164,888000,21,11,0,0,0,0,0,0,1,1,0.8357702702702703,13.517326869396191,Aadhar,0
1021,26,2.0,776028,943548,2,2,0,0,0,0,0,0,0,0,0.822457363059431,13.561945169601094,Aadhar,1
1022,40,1.0,1518612,2280804,2,2,0,0,0,0,1,1,0,0,0.6658231044842082,14.233307976240894,Aadhar,0
1023,22,,696708,1046304,6,2,0,0,0,0,0,0,0,0,0.6658753096614368,13.454123098976972,Aadhar,0
1024,28,2.0,603636,740820,0,0,0,0,0,0,0,0,0,0,0.8148214141086904,13.310728302870558,Aadhar,0
1025,22,,651108,1344552,0,0,0,0,0,0,0,1,0,0,0.4842564660942827,13.3864323418909,Aadhar,1
1026,50,2.0,571140,747204,0,0,0,0,0,0,0,0,0,0,0.7643695697560505,13.255391393356069,Aadhar,0
1027,48,1.0,642936,736980,2,2,0,0,0,0,0,0,0,0,0.872392737930473,13.373802020192516,Aadhar,0
1028,33,2.0,627636,940728,0,0,0,0,0,0,0,0,0,0,0.667181161823609,13.3497172528515,Aadhar,0
1029,38,2.0,657588,819576,0,0,0,0,0,0,0,0,0,0,0.8023514597792029,13.396335395090285,VoterID,1
1030,46,2.0,992232,1291800,0,0,0,0,0,0,1,1,0,0,0.7681003251277287,13.807713237719506,Aadhar,1
1031,32,1.0,607032,761724,31,20,0,0,0,0,0,0,1,1,0.7969185689304787,13.316338434296986,Aadhar,0
1032,43,2.0,854676,1166952,0,0,0,0,0,0,0,0,0,0,0.7324003043826995,13.658478898765118,PAN,1
1033,28,1.0,777600,961200,0,0,0,0,0,0,0,0,0,0,0.8089887640449438,13.56396881813577,Aadhar,0
1034,39,2.0,695508,848436,2,2,0,0,0,0,0,0,0,0,0.8197530514971076,13.452399230592606,Aadhar,1
1035,32,2.0,629736,812544,0,0,0,0,0,0,0,0,0,0,0.7750177221172023,13.353057550889439,VoterID,1
1036,37,1.0,434148,840240,2,2,0,0,0,0,0,0,0,0,0.5166952299343045,12.981143072134762,Aadhar,0
1037,40,2.0,606936,802596,3,2,0,0,0,0,0,0,0,0,0.7562160788242154,13.316180275528318,VoterID,0
1038,36,2.0,471240,726600,2,2,0,0,0,0,0,0,0,0,0.6485549132947976,13.06312491941875,Aadhar,0
1039,42,2.0,734556,850776,13,3,0,0,0,0,0,0,1,0,0.8633953002905582,13.507022875397166,Aadhar,1
1040,33,2.0,726564,942972,0,0,0,0,0,0,0,0,0,0,0.7705043203827897,13.496083228052209,VoterID,1
1041,36,2.0,580140,858000,2,2,0,0,0,0,0,0,0,0,0.6761538461538461,13.271026456426023,Aadhar,0
1042,35,1.0,588588,820188,4,2,0,0,0,0,0,0,0,0,0.7176257150799573,13.285483426193695,VoterID,0
1043,30,2.0,647424,828000,0,0,0,0,0,0,0,0,0,0,0.7819130434782608,13.380758235731173,Aadhar,1
1044,28,1.0,686556,810000,0,0,0,0,0,0,0,0,0,0,0.8476,13.439444530604991,Aadhar,0
1045,34,1.0,819888,995388,0,0,0,0,0,0,0,0,0,0,0.8236868437232516,13.616924244223993,Aadhar,1
1046,39,2.0,1051440,1414800,0,0,0,0,0,0,1,1,0,0,0.7431721798134012,13.865672162232055,Aadhar,1
1047,28,2.0,780828,1181928,0,0,0,0,0,0,0,0,0,0,0.6606392267549293,13.568111454784738,VoterID,0
1048,40,2.0,615636,765396,0,0,0,0,0,0,0,0,0,0,0.804336578712196,13.330412783104304,Aadhar,1
1049,43,2.0,849804,1187952,5,2,0,0,0,0,0,0,0,0,0.7153521354398158,13.652762190382889,PAN,0
1050,40,2.0,728556,844932,4,2,0,0,0,0,0,0,0,0,0.8622658391444519,13.498821144521571,Aadhar,1
1051,28,2.0,633636,814800,0,0,0,0,0,0,0,0,0,0,0.7776583210603829,13.359231514241992,VoterID,0
1052,47,1.0,699108,870012,2,0,0,0,0,0,0,0,0,0,0.8035613301885491,13.457561946111962,Aadhar,0
1053,45,1.0,756012,887016,0,0,0,0,0,0,0,0,0,0,0.8523093157282394,13.53581385078102,Aadhar,0
1054,42,1.0,586188,810252,0,0,0,0,0,0,0,0,0,0,0.7234638112587195,13.281397542156219,Aadhar,0
1055,42,2.0,564828,813816,6,5,0,0,0,0,0,0,0,0,0.6940487776106639,13.244278309452094,Aadhar,0
1056,34,2.0,734556,848400,3,2,0,0,0,0,0,0,0,0,0.8658132956152759,13.507022875397166,Aadhar,0
1057,26,1.0,665424,895896,2,2,0,0,0,0,0,0,0,0,0.7427469259824802,13.40818121324636,Aadhar,0
1058,31,2.0,834204,1132836,14,4,0,0,0,0,0,0,1,0,0.7363854962236369,13.634234454493502,Aadhar,0
1059,28,2.0,938016,1389084,0,0,0,0,0,0,0,1,0,0,0.6752766571352057,13.751523351491507,VoterID,1
1060,30,2.0,381768,851544,0,0,0,0,0,0,0,0,0,0,0.44832445534229587,12.852570992634757,Aadhar,0
1061,45,1.0,425268,552000,3,2,0,0,0,0,0,1,0,0,0.7704130434782609,12.96047718886024,Aadhar,0
1062,38,1.0,455268,972000,0,0,0,0,0,0,0,0,0,0,0.4683827160493827,13.028643732029229,Driving,0
1063,48,2.0,663108,835788,8,5,0,0,0,0,0,0,1,0,0.7933925828080806,13.404694659878334,PAN,0
1064,32,2.0,992232,1132992,0,0,0,0,0,0,1,0,0,0,0.8757625826131165,13.807713237719506,Aadhar,0
1065,25,1.0,490428,868656,3,0,0,0,0,0,0,0,0,0,0.5645825274907443,13.103035797255384,Aadhar,0
1066,32,2.0,678108,854616,0,0,0,0,0,0,0,0,0,0,0.7934651352186245,13.427063320962562,Aadhar,0
1067,26,1.0,625128,897540,0,0,0,0,0,0,0,0,0,0,0.6964904071127749,13.34571330742099,Aadhar,1
1068,28,2.0,634836,754944,2,0,0,0,0,0,0,0,0,0,0.8409047558494405,13.361123552010177,Aadhar,0
1069,45,1.0,484728,823212,22,9,0,0,0,0,0,0,1,1,0.5888252357837349,13.091345250866866,Aadhar,0
1070,38,1.0,467268,795600,0,0,0,0,0,0,0,0,0,0,0.5873152337858221,13.054660387947466,Aadhar,0
1071,47,2.0,724956,877836,0,0,0,0,0,0,0,0,0,0,0.8258444629748609,13.493867621733056,Aadhar,0
1072,40,1.0,627036,865848,0,0,0,0,0,0,0,0,0,0,0.7241871552512681,13.348760829038241,Aadhar,1
1073,30,2.0,532188,900468,0,0,0,0,0,0,0,0,0,0,0.5910126734098269,13.184753968390662,Aadhar,1
1074,40,2.0,663108,778224,2,0,0,0,0,0,0,0,0,0,0.8520785789181521,13.404694659878334,Aadhar,0
1075,42,1.0,374172,496788,2,0,0,0,0,0,0,1,0,0,0.7531824440203869,12.832473536290525,Aadhar,1
1076,45,2.0,514728,795396,5,2,0,0,0,0,0,0,0,0,0.6471342576527919,13.15139582755468,Aadhar,0
1077,38,2.0,731556,899748,4,2,0,0,0,0,0,0,0,0,0.8130676589445045,13.502930418484471,Aadhar,1
1078,40,1.0,743280,954684,9,5,0,0,0,0,0,0,1,0,0.778561283105195,13.518829448702299,Aadhar,1
1079,38,2.0,651636,777840,3,0,0,0,0,0,0,0,0,0,0.8377506942301759,13.387242937400556,VoterID,1
1080,32,1.0,696156,866484,2,0,0,0,0,0,0,0,0,0,0.8034262606118521,13.45333048859105,Aadhar,0
1081,44,2.0,1015440,1440000,4,2,0,0,0,0,1,1,0,0,0.7051666666666667,13.830833558856343,Aadhar,0
1082,30,2.0,684156,791844,0,0,0,0,0,0,0,0,0,0,0.8640035158440299,13.435942702429953,Aadhar,1
1083,50,2.0,699108,811308,0,0,0,0,0,0,0,0,0,0,0.8617048026150365,13.457561946111962,Aadhar,1
1084,37,2.0,599736,790836,0,0,0,0,0,0,0,0,0,0,0.7583569791966982,13.304246504768813,Aadhar,0
1085,49,1.0,700956,843432,15,8,0,0,0,0,0,0,1,1,0.8310758899354068,13.460201823193783,Aadhar,1
